Address,Allocation %,Type
0xc0ed2b926eddd8ae4374d46e4833a77206828d99,0.001996490619368566,Token Holder
0x65d5b7ab02253e546b9c26d82b46e870ab165069,0.001957610880306811,Voter & Token Holder
0x594ef2480db681c1abdd1bdb049dad2c3dda2199,0.0019309948558258825,Token Holder
0x0de876142a642c3a704a2938fdff8bba7b3b0586,0.0019127174986936855,Token Holder
0xcf5efa2358e92034006eac53cd3701096029cbee,0.001802815431216801,Token Holder
0x8906b2b1a2bdc52dbaf8939a7f6017fdd178ba69,0.001724659305538668,Token Holder
0x883408848740ff84edcad5bbe322e83ae3e61a74,0.0016830768986681008,Token Holder
0x3859fc2abe68b16669658368bd6aece648e7456a,0.0015359319105272807,Token Holder
0xa395c12c8c1cdc021f0f13cfd6a8828e164927b9,0.0014969650822500944,Token Holder
0x5e262a549c5d67cda4e87f30262f3cb3ac33a1a9,0.0014533123924623352,Token Holder
0x1ef55d17c4285a94852f42725947c5011a111e1f,0.0013954927026730206,Token Holder
0xe89f89c344d1230f228bf5712492c0a50c11ef5c,0.0013630130038255015,Token Holder
0x685ffc187fb925aa87dc57d4abc77c2c9c6174ca,0.0013619235725431697,Token Holder
0xc6e0ddc2384e0865748d46921d16c58a081d3421,0.001344296453535265,Voter & Token Holder
0xc4c93d09d45df1ce52053fdc0befcc49b01884ea,0.0013120700455323921,Token Holder
0x21f4aa076e1cf8b458884d6baaee61eb4c1d65ad,0.001293389844502609,Token Holder
0xb91092313fa0789608ca01d532ca0e9069722599,0.0012797262585869471,Token Holder
0x4ac13c94038d29ddccfe7d69bedd105349b2bb05,0.0012721570941775053,Token Holder
0x6e4a23e597e446f127175086b66309d419aebfc3,0.0012561770090339648,Token Holder
0x72cd006b67782434438e97bece0d3d6a04f87a1b,0.001251237182395805,Token Holder
0xc03c4476fbe25138bf724fa1b95551c6e6b8fd2c,0.0012343178485878699,Token Holder
0x85bd4ca89d5c27c886720ee1ada8fc0ed6883b61,0.0012299573653623873,Token Holder
0x52fc297ce072148a99bc0d6a2d8a8d34ae0b145d,0.0012265451137540402,Token Holder
0xf4ba6886155d47a02066bc103b8728e722e4580f,0.0012055508002925275,Token Holder
0x8496d042a44abf31ee457e212d5e6a911a95a8aa,0.0011742043031800727,Token Holder
0x60594664d69099547c7425061c7cf10f2df771e7,0.0011727944512899325,Voter & Token Holder
0xbbf0cd3e88297a894098fb29ba046c7a7bda9c07,0.0011517274535277683,Token Holder
0x3a3cbd8556d60562d410a5cd1881e95bfcdefe62,0.0011308943496195988,Token Holder
0x815840bd88ed5f8a0469314c57f57e35305b947f,0.0011225758788243469,Token Holder
0xac9be1372ab5fc54cdf4dd2afe7a678e94706e82,0.0011156302656394161,Token Holder
0x0d47eeebcbf23bb57f791626b939076a00aebcbb,0.0010903918728606577,Token Holder
0xdb84160755d848a044939284ff9bd3fb283d4415,0.0010816075342434948,Token Holder
0xbce5d054d763a40eb03f04b25a9085afc8ae0150,0.0010551633469963852,Token Holder
0xb2389ef65a678a852af0265f89a8605b366bfb4d,0.0010518445031490766,Token Holder
0x130a02961a304f93ee54e14917de1f76c799d4e8,0.0010475133910828284,Token Holder
0x877c39fb43ba2a7a574549059c8529bd7243b1fb,0.0010125937679626496,Token Holder
0x06f7dc8d1b9462cef6feb13368a7e3974b097f9f,0.0009888386366911246,Token Holder
0x303f46c416cff8ab9f50d2953c50ca5f10c80ecc,0.0009704136016710847,Token Holder
0x01602440213d10820b775a9e23ec840fc8725048,0.0009603359622529365,Token Holder
0xf93ea91d48e3fcb4a9d710c6493b4f6bccbe4943,0.00095628103629422,Token Holder
0xf513a59d0e8d0ddb9898fa544d955e3fb0ee32c3,0.0009555360564428247,Token Holder
0x9fa933f60bcc5e63f75f210929839f91f55b919c,0.0009555016882076227,Token Holder
0x7edaa243c0c0aed2f343106a12c9fa9b33d94081,0.0009397250015980989,Token Holder
0x03a750698ba85420c4adda6ba803a9a5068e1acf,0.000914820130309482,Token Holder
0x0a96888e36cdaa408b3359262fb953c279c7ed96,0.0009044783673386886,Token Holder
0x2782f040a9f7462424226670869da40bf978574d,0.0009000813086909998,Token Holder
0x3fa110fd850c252fe9babdc801e8374784ebe886,0.0008912841161416644,Token Holder
0x9cd570788966c9cf34ead3799f9bd057b7153d76,0.0008832815778876249,Voter & Token Holder
0x5a7fd23998ce9db36f3ce67545dfbc7ef7432cc4,0.0008745598864173945,Token Holder
0x792b62f48bcf3cf086bc6ccf0d1227c39908c989,0.0008172700469919681,Token Holder
0x976922dfafea12209c15f80c70ee925e80a5a356,0.0008035522868264784,Token Holder
0x6901af5c36d240027eaf41c298c346e2a0493c5b,0.0007978972299591164,Token Holder
0x8a7190b2db6fe5e6551180ddec53ae138bb401bc,0.0007793994748463482,Bridger & Voter & Token Holder
0xc0b38b3f9dd7ca8de7d97f3a07a4be981b045584,0.0007775875324559933,Token Holder
0xafef17e03503b8cbb14d189044e2eb7e82ffc651,0.0007687024460320611,Token Holder
0xac124b80a7e8af2f0aca5718ad9a1e5e58355339,0.0007631248335816871,Token Holder
0x729250be25dc878dd400bf5bef702de77c83493e,0.0007615956206375617,Token Holder
0xe1488801013fb86cebb337b62e6c6c32097bf0eb,0.000760777679765247,Token Holder
0x18f08ee6dd8cf73d14fb4a496b4a01aed90722cb,0.0007518230152473354,Token Holder
0x2a5c2b8700c5c6eb908b09f3c234e1a7fabdcde2,0.0007436311251259774,Token Holder
0x94a2bdcfa0736e507f786484dc7bcdf19894e9fd,0.0007297508050502395,Token Holder
0xa7ebcb7a9bf1e66d2594a3e900bb58e43e52d069,0.0007296018132301826,Token Holder
0xa3b17606b7c9097fd07bf03a28b918cc064cc0c2,0.0007224794435526437,Token Holder
0xcf598fc776328188ad9b3f86ec3d69c2a873b310,0.000717901730989065,Token Holder
0xfb07dceb236eb33f5db42ece1bcf7e8d13d62b48,0.0007020914417749258,Token Holder
0xb8adee9b8efee72f374ec6c7ee5c16646fd4ec85,0.0006994427199419733,Bridger & Token Holder
0x21385bc5916ac6d5173e4cfba867615e85cdd316,0.0006956323969357698,Token Holder
0x9408285c8acf3786ce6f28928da1df050cee136d,0.0006950623367430447,Token Holder
0x97cdd8176084b24ae8a385d4ea9177c31ba0022b,0.000694516262351902,Token Holder
0xd497e1dc3054df6e9e9a68610b4533783e9b26a6,0.0006882653783267508,Token Holder
0x6f32d5728ad3a817fa9511a4f3c233ed01231913,0.0006878281285005663,Token Holder
0x19bb9d8e2c056d693386fe457aff8e86f0d77c4a,0.0006874008925773445,Token Holder
0x0ec9efc8c5305978cb957c74b228d4949f5e9dd0,0.0006847891039588738,Token Holder
0xb95e44ed0d11d0b80cd1d2f438fdf315d5dce8b4,0.0006815104072156169,Token Holder
0xd9f8b987558a3c6a18c1f01397b042b76996e52e,0.0006794624949783576,Token Holder
0x001a9d8fc5916cf5a1c43dbca0e937006fa1412a,0.0006759410768404335,Token Holder
0xc043e4e07b412589435d249d42e109ee043bc924,0.0006757407177228775,Token Holder
0xbc4c39c066193df693f19bb597677170dd58b496,0.0006688825518876509,Token Holder
0x25d0cff8c47f33b32192b3ea9824ac1bc550bd43,0.0006688511817453358,Token Holder
0x97e931494a837ecde1d2f152fcef1c2f5e093356,0.0006678868234194685,Token Holder
0x252b6d5e26dee4102d036412018b06e9a80df306,0.0006662520454193091,Token Holder
0xfbba9c0ee643e3222d58bc8c3ebb7e87f25e9c03,0.0006657473475445305,Token Holder
0x246400b96877057479649c46ff21e935c6fe3c7e,0.000652663715778139,Token Holder
0xb3aeba7fc075debcd37bd6743f1dbc4ffd6babfa,0.0006218095814806791,Token Holder
0x3e832dda8cc879463f8937db8f5aa5399edeb429,0.0006200859532748346,Token Holder
0x7547f6c452f8964835339a685dbb5935aac7ffc7,0.0006189562168022023,Token Holder
0xf29c7442c4cc4755b1d94ca4a9a47bb7cd339d7d,0.0006146557260233586,Token Holder
0x3616b4e6cb59666bbd8cf820ad72d5bb1f138d54,0.0006113220212501216,Token Holder
0x98b56fd54b6b65a0deb7f87e0f2a8c51c138b399,0.00060549312196972,Token Holder
0xf46e825ab7ad0e5f5fe56fa855a90f56e9cfcd3c,0.0005983844241862029,Token Holder
0x46f0849df698b6c5e31936b21ea28f301fb8d7e2,0.000594939296381967,Token Holder
0x1af3f1bbc45b6529ec0224ae3f65e342ff3f6840,0.0005938163636103096,Token Holder
0xff73755c1faafe51943a170553531142cab939de,0.0005931609151963937,Token Holder
0x00460f1472cb28307d4bde34a8964d3db9f527a2,0.0005856514767407032,Token Holder
0x4e122989b7cb8f5dea65cbd82beced835cfcb81c,0.0005813141648078928,Token Holder
0xcc16ae2ffc076d7bcd5ec3fb1e9aa5c2984133a1,0.0005739420118989883,Voter & Token Holder
0x87d2f8dbc126178dccc38d6fd53975419cdb14b6,0.000573860002722103,Token Holder
0xa3112c294dcabcb8f4720a0f5c927afc7fc5fda1,0.0005465753131838052,Token Holder
0xe9ffbc21a62383866d020a7fbb6b1d232de4dc15,0.0005407244604874554,Token Holder
0xe699806509bc9c9616c495816c97b108b7c7dc16,0.0005406408617446934,Token Holder
0x5095f632687ce38465ba9410f7ad71c98d70376e,0.0005289767755571795,Token Holder
0xb0c77506b80a320c6d45e6632849e37e27138e05,0.0005281621812069376,Token Holder
0xaaf8a37bf499ecf14b455a52441c8f7847c746b7,0.0005252877037892211,Token Holder
0xd436e004e10f0ad62c4442a9f67e2f7b19494015,0.0005174434576780669,Token Holder
0x05795fc15af8f912d1929a9ce2eb7640d66537d4,0.0005067323459484292,Token Holder
0xb9275ff8946e419527df1e325f663811c2c86af9,0.00050641589475004,Token Holder
0x297493a011d671a5f853d613ed900ec97da78a60,0.0005028557978332664,Token Holder
0x168e44790d26cc26312747929a18e4d1f7161105,0.0004900827827539202,Token Holder
0x3c83babe9223b29e459666b644c6a59de238e0d8,0.00048609683050949846,Token Holder
0x2c812daf5b0297b935a287ad27340f2b37939f2c,0.00048488967807630643,Token Holder
0xaa869c78e35dfc3f1b2ec7fd70fd98c95cf7fd47,0.0004796728810255611,Token Holder
0xb45209fba2e15e3c54dced55e0e9f2853d7258ef,0.0004779891444719595,Token Holder
0x47f40bfe57a4345d6352941f645bff2bb2c9825f,0.000477956094007546,Token Holder
0x0946bc5c2f9848665cc3811458de403d0a78ad8e,0.0004777527163696314,Token Holder
0x94e08736426948c5f463ac243416f0473f680b2b,0.00047237805145475514,Token Holder
0x8b4ce7308ab59a070ec6ac6eed8e57c4c6d49e9f,0.0004690841566097353,Token Holder
0x8ae1b4d4b37e5b219d4abb4d46339ab4fff24e5e,0.0004660446591610527,Token Holder
0x281389e2092bc9a992316da008abb18ec09c0ac2,0.0004619957121397303,Token Holder
0x29db7f6dee7eccecf79da574edfee51fd73fffe0,0.0004619916470420403,Token Holder
0xc074887d140e276a8b892222f925440eaf3ff40b,0.00046179875960001676,Token Holder
0x1dd4a0fe1a9e90b8116606cb4cf56242c3923107,0.00045436048597588893,Token Holder
0x57f84bbf4ff8e1b06c888e0b03fd1f10b9a37fe4,0.0004501092490395377,Token Holder
0xebd46cf8c54c08b2ec1ac0c538fd4740fa7e4e83,0.0004443274706337206,Token Holder
0xd5ed0dc20bafc45e9b7c18b310934def3cfdf723,0.0004365440346238877,Token Holder
0x2955f5c9493a514beadaaa77fa2da8b3b81f58ef,0.00043159168925796293,Token Holder
0x223c9ce385e38183c2fcc9380c1adab592f587ba,0.0004306079784785379,Token Holder
0x96c7546684bfb3a563966ce8ce6ee8bf03669f92,0.0004276067547346544,Token Holder
0x715827b032ee079b013437acd7bf52dae797de77,0.00042563994932830787,Token Holder
0x5e027ee9e2e0524b46c3e94030e4bfe44175363f,0.0004232561328601943,Token Holder
0x68a3efc335cea97601415a9a3bd9bf744e496c37,0.00041562029038590007,Token Holder
0x68619e0b724aac418b9107b073dfa8ffb8e157f3,0.0004154829559529579,Token Holder
0x2a3e9ffb3589d14b0cf21504ac68eb10a9fbd42b,0.0004134881093734072,Token Holder
0xfb640bbd70d42d87207906bd697214cd41171e7d,0.0004036770847470117,Token Holder
0x83fad94eaa0fa69df6a9f13f7c3577be6180b3bb,0.0004009422845594053,Token Holder
0xbad908bc158ef60ac7472f3fd978e65a51379b8e,0.0004000551913379355,Token Holder
0xdf263d356e1166572d3845205e7e96ac4b0fb6c0,0.00039893052469863147,Token Holder
0xe93ec6f690a46842d23989174a1a00dc5fed5dd6,0.0003977621306552163,Token Holder
0xa196e2908dc152f6b16b6cf9baa813a2829d4c92,0.0003956790056453332,Token Holder
0xd151111900e9bd8d00d7c552e84c5d0803771911,0.00039486078540805773,Token Holder
0x1950f983785b4cc4296cca4aae4156855de8be59,0.00039099276508896197,Bridger & Token Holder
0xf5ffb26afbdb4a16f0812908c7863677174de5fe,0.0003906470308798066,Token Holder
0x578df3844ebfcc38782b3fa53f0bc70011143cc9,0.0003830050510533519,Token Holder
0x881f71597c7d9c4a1f614d26472431d48de78264,0.0003822006752830491,Token Holder
0xf229ec8fc74a8890edb9762694d2c3c9fd545ccd,0.0003822006752830491,Token Holder
0xc5d5112d663d4f75a33ce22fe262bdb8ea9d54e9,0.0003809423108118814,Token Holder
0xa2d5b669ad36a0c688fe2f4c07198aef580c4f93,0.00037953405502218554,Token Holder
0x7605dcacf8aca6913b68b5e5817689a3127281ae,0.0003719121533496241,Token Holder
0x9fc6b8f5680de4068055c7c7b4d7f4ee73303b0c,0.00036831571586010744,Token Holder
0x87eaf3d9e59b50a237ae7c8f58c21fe68d4065a4,0.0003666641346106042,Token Holder
0x57ea1335fdc312ed4cb8c174393d7b374ced5c67,0.0003612878859600537,Token Holder
0x0c4fcee37b1cbcca6b794ae3322735d6f41b74ad,0.0003604791109943598,Token Holder
0x777b12760d501cdfc221b9a5f699871482647a61,0.0003562729473640933,Token Holder
0x89a20ce1a8c9951d4a662a3a288fd4e1caaa9041,0.0003555434834004919,Token Holder
0x14b45e658c5286d9f4ef24e8e002f2740800c92d,0.00035354922712699444,Token Holder
0x1465b66a30bee4f42ce7ae62d27c69817cf2cf5d,0.00034592310192203455,Token Holder
0x3178c11b90b9929850cb8618272bbebcfaac5cd9,0.0003453839972065791,Token Holder
0x3d1bc4136e96149ff6322ec605abe807e3f6d6a7,0.000343397070527424,Token Holder
0x629e079cea7405e9b5cfc16144552e7ae1c571ae,0.0003400205418185243,Token Holder
0x82f339f5be9f33800690340286dc05458b098ee3,0.00033559862449941664,Token Holder
0x2ab539093843c221184b6bcca8994897c5f536d1,0.00033097087305055653,Token Holder
0x8f5126847d6743ccb98233e0883615fc9bec6545,0.0003257984310539293,Token Holder
0x1fe2f703f076739a9d137f8d839f19a27db0370e,0.0003231588678230382,Token Holder
0x3aa0c2753a3d5c36d233867b5f7f4f471c0e256a,0.0003227455253097669,Token Holder
0x7532a096be1a39a87af68e3b27e06dde7065e87f,0.00031898015017554394,Token Holder
0x70f1033420e6a50dcb9894cb76afa5443d749d4c,0.0003189798055979154,Token Holder
0x8ab1885303dff81cd4c849063d6a899b8fb0d48d,0.00031599229676984646,Token Holder
0x089b73a777b8366688f498dbca2987fbbaf2e1f6,0.0003156973221109718,Token Holder
0xa7124cd04b96684f38e0eea1cd0e1b279b384a7e,0.0003130742601886176,Token Holder
0xb087b04282312f6c1379ae016f7b7fe0ce28ec0e,0.0003117961117738873,Token Holder
0x675fc0362540cc80cafd6d75fa6b89ca7add9d3c,0.0003098217175574653,Token Holder
0x30194f526c6b08f8e33af1753b04322b0450c6c0,0.00030930096298061196,Token Holder
0xdbc8a2e39d2f4a942cd827adadf0f7c8268a7b2e,0.0003082996400935961,Token Holder
0x5a6f23f9ae82024685d11739c4e76077d6167f97,0.00030787879178295147,Token Holder
0xc6af78140f953fa3e275c6e3191cb6913a9d2070,0.00030568203069835775,Token Holder
0xc8535384bed3545f1979e316d4fc73568d424870,0.0003029121968800243,Token Holder
0x94f69e5063cdab8bebd63e8381e8a3bddb3f0f9c,0.0002994849108626371,Token Holder
0x970db4a87b6979b05035ee852343f93e5257c2ef,0.0002950695741346658,Token Holder
0xcd709074306d394446e05784db1c4ff004cee0c7,0.0002940972779206244,Token Holder
0xa63a3c29fc916e6808a20463e035bb97fe5b4f6d,0.00029400310129991603,Token Holder
0x34dc933c8dce5aaf82f269af9108442977fc0b6d,0.000292389204238966,Token Holder
0xddc19b309f65bd7263a873a29c8ea8651b7de2bc,0.0002919918269837006,Token Holder
0x9b8866299dc19c42c36526faf8db43eb870fbec5,0.0002916671212483313,Token Holder
0x7a2a90d83da98229fee978dd3fae20fef8669cfe,0.00028983934281128935,Token Holder
0xdc7edf61fe5807cae46d9ee6c21de852d3b62d82,0.00028962426336081606,Token Holder
0x399343d37f555fc419ab9476ab5c9d87679ed246,0.0002884203411249796,Token Holder
0x4ed6eff4927e13ef41e5a1f08aaa0978c147ff52,0.00028774180403992795,Token Holder
0xa5cec73f8beb234af416e11c69b54be52f2004e3,0.0002866639184570139,Token Holder
0x8655f051512899af8614275e8e31f260ea276267,0.0002866505064622869,Token Holder
0x048991621523fd86eebffbf091086b65748efad5,0.00028340666625711,Token Holder
0x552d553a2b990c49110c57b8443bb69925d197c3,0.0002825594547766052,Token Holder
0x8bc8860fc86e143c93c1404f56765d375569b918,0.00027963394875493236,Token Holder
0xcd7ed9be17885cf768d6948a06a732c5bcb9a4e1,0.0002782569072856058,Token Holder
0x64da6f32554b361c0373eb126a63bb31dd6d785a,0.00027795454592942196,Token Holder
0x700b378e16e2ed17463732419de4c8263261a553,0.00027709548958021067,Token Holder
0xa0d1f848d57d3263058fca4dd6830821e7f790f0,0.00027479499144560614,Token Holder
0xb158edce74b8777a4771f09cf82764f19607083d,0.0002707256793331101,Token Holder
0xe88384bf98d5cc9fd4e818f426e1e08ec6ff34f5,0.0002649265309263279,Token Holder
0x484cf83d33551f2abad064006a97aad734ee9b85,0.0002633620036322913,Token Holder
0x8f56836a4e7d53a28a14e1aaef33800886a3548f,0.0002605800239511518,Token Holder
0xf83b2086a9221f184a8e9ec9d40670ce369d843f,0.00025752235532346937,Token Holder
0xccc29301f16623acab491514b20ce99a8121948a,0.0002569466391587208,Token Holder
0xf58f1b846f9976fc76831616d9eac137cccc9071,0.0002561735163899642,Token Holder
0xd01b644de76fa56fc655df12573e32f2909f2dac,0.0002500448108404062,Token Holder
0xc152cd87af2b3774e93ed2ad2523c90c576db5fa,0.0002491195526387256,Token Holder
0x0249e0913088525154dbcf96466a068894054fb6,0.0002480965022921997,Token Holder
0x223d39084e4e5fdbd245ae7f8b7a24c3368c7e1d,0.00024451163472982506,Token Holder
0x9049e18574e1ebe1d718d61a4308c0b843dfa2ec,0.0002433845587294841,Token Holder
0x6f25dd859860154d4a8a95de5592917e1ee8c341,0.000241385388179023,Token Holder
0x9081469f7348e09b28450c0df53aa8859de7aaa4,0.00023887542205190568,Token Holder
0xcba35d14246eff555029e7e349bec5720b565eaa,0.0002384385405067828,Token Holder
0x1f9cf2e723586cc4b6eb6e1a8cbb5192f5f0fac0,0.00023758992980741744,Token Holder
0xbe93d14c5defb8f41af8fb092f58e3c71c712b85,0.00023568245622205742,Bridger & Token Holder
0x85b8b813a9d0bf62f85bd7cb862e262a61b800cb,0.00023410758839606763,Token Holder
0x1763ee6e2b18b0c09a804988a7577b582492632f,0.00023402000548395643,Token Holder
0x25e96d5cf73ef4a4ab36d0141ee62024a74394fc,0.00023372640259155037,Token Holder
0x6795de91e4837a6b66cfe0090d07bca696d30292,0.0002321297317473084,Token Holder
0x34a500632be5498a463fadf5be7258c1cf7bf52b,0.0002317714007369428,Voter & Token Holder
0xb8ff09c31c873984597e0beb459d422bf55ad414,0.00023110203155102268,Token Holder
0x0accf32e2ee9f0791a04fa160aec25dda62245f4,0.00022425013101152452,Token Holder
0xb771395dfb55a09b49e9d7880b136730a82106f2,0.00022371015649402863,Token Holder
0xb4740ddbec2e97b4c978aaf21612a611cbf98257,0.00022270598786372638,Token Holder
0xa504443ae3467c98adc9e640a05442f769d64945,0.00022260765360178754,Token Holder
0x30a90eb51fe067048abb02b97851ab46074adda5,0.00022235573351366965,Token Holder
0xa94d14c3a01b4632c375ea329d6be9c3b8663c49,0.00021816416811505198,Token Holder
0xcc78c345005d62e477a00147cf515c4efa65a2f5,0.00021521796582591368,Token Holder
0xc67d9bd8e6a18c32b617bc95637a8b189a8d3a87,0.00021464534189644818,Voter & Token Holder
0x57a89a41fdaf114c6e38ae23cd56b3f7c2f39473,0.00021447503295121743,Token Holder
0x32d415cf44ac58d6ba5afb8a5dea8b4b83a06da3,0.00021304209471718056,Token Holder
0x495165d512a069e8797e9f2eae7adb24ae0c7141,0.00021040600764381763,Token Holder
0xd24555c9a2cb36913d9c3545d6f05512b2c87391,0.0002099409855639386,Token Holder
0x4c36c30121160da210388c94513157845c98123c,0.00020983906343802997,Token Holder
0x0801705f45c392932b207c788ecd3dc99b7ca602,0.0002092419174594133,Token Holder
0xfb00be802704efd6fbfbba811f6f68bf742b2998,0.00020894541438611325,Token Holder
0x6986c0cc06b58cd0aa4dc3f7e593ca07af74da8d,0.0002085786431337569,Token Holder
0x1e020b38e42ca06bd541af39afe37fb3a90efcd0,0.0002078623533055722,Token Holder
0xf84c67af3bb306f96f040bf7cf0ffe5d70785e63,0.0002069155841651849,Token Holder
0x527a213bf8e57e28368361052f1a17cde7509dd2,0.00020686420609462077,Token Holder
0x7845ea454a21986988b83352db5d62a8755d676f,0.0002064497793430851,Token Holder
0xf294d9868c46286e5dd779a9aedbcfea5cc90026,0.00020611813627950375,Token Holder
0x72fad4173180f58e0d2c964f160d383cd454ff79,0.0002061048983774158,Token Holder
0x8c31e4fd0350a4e2920123a81b38ae58292b176a,0.00020539802609439688,Token Holder
0x3a9e0da873dbe52d7869e2fa76aeed965ffc01dc,0.00020534751073242284,Token Holder
0xa4450afa63db4a60f3c586d8d817ff8d64196d45,0.0002048037758471896,Token Holder
0x0ed4a538ccbc0b39c996d65d1d8e9bf94f673f7a,0.00020340430150896574,Token Holder
0x2d27301821b05265a3f26bf6ad10745028791524,0.0002014541709124658,Token Holder
0x5fe41d87f728363716abbbfdc3e6a065f5fd3a24,0.00020106734879008672,Token Holder
0xc476acf5242f404029c4fb5de0838680d7067465,0.00020066168119485723,Token Holder
0x2d4f8ffe20776781ed0a806ebf539a811de89641,0.00020047152153976266,Token Holder
0x03072273f14392d147899f6faebe4bd0ebfa21f6,0.00020009163996305575,Token Holder
0xd601320eb7abcb0a4acd97fedfeeeb010902ba87,0.0002000222460772279,Token Holder
0xa912f47aa1d216be9db7f011fb2f751fae01ade1,0.0001993780186938885,Token Holder
0x89a8ca7d0d3eee3fab3afab7263af619a50e6fd6,0.00019845528006773216,Token Holder
0x763713c67c2ffc6c2dafa7142ad65eb87c6ee1e0,0.0001981739139429329,Token Holder
0x823d2d51d41d6a0dd5f3111f45837be926d5b33b,0.00019734907788614313,Token Holder
0xb29fc57a24fb71bc9ef194ef4dd7461f22366a43,0.00019693196732643796,Token Holder
0xeeb5bf63e0507831b7e62e75b8650e2fa0fa6055,0.00019607787115665952,Token Holder
0x5bfd999e3974578d8eeb15d76af1ed319a1e25b9,0.00019539368241604338,Token Holder
0x70441ebee5b2d5dbf969511723c1b129d72b417d,0.00019511253704517108,Token Holder
0x6db39feb6d010dcf57db5ef7551b0c3f70a1c0c5,0.00019504185490085656,Token Holder
0xd1b6c985e4c1868f139f36d621eb3ca3d92d3b35,0.00019489846883817696,Token Holder
0x05be3c27e3fd6e4a5d48caf204fa477799381482,0.00019464397503828193,Token Holder
0x103cb2a8ffa33e29539146d2b1b00fe19fc42db6,0.00019415331030436114,Token Holder
0xd978aabe3dc964b501e8f9c3d8d6268070aa0943,0.00019414333928844955,Token Holder
0xa8e8e6757b662014799dc14a6d426355db4d755d,0.00019389763844757427,Token Holder
